型号,口径,价格,物料代码,分类,必要说明,库存状态,参考编号,英文描述,材质,规格,数量,TIS项目,来源文件,文档名,表格标题,表格序号
PN9120R,,"6,427",13579094,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9123E,,"6,503",13579093,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9126E,,"6,452",13579092,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9223E,,"12,099",13579193,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9226E,,"11,667",13579192,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9233E,,"12,948",13441193,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9236E,,"12,480",13441192,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9336E,,"17,376",13579393,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
PN9337E,,"18,399",13579394,调节阀,,Y,,,,,,,调节阀/PN9000 系列執行器.md,PN9000 系列執行器,1. PN9000 系列執行器表格 (黃色區域),1
SP7+ Installation Kit + FR20A,DN15-DN100,"11,316",3440500+3440594+540000001,调节阀,,Y,,,,,,,调节阀/SP7定位器.md,SP7定位器,SP7 智能電氣閥門定位器 (SP7 Smart Electropneumatic positioner),1
SP7 Pro + Installation Kit + Pressure Gauge + FR20A,DN15-DN100,"15,382",3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/SP7定位器.md,SP7定位器,SP7 智能電氣閥門定位器 (SP7 Smart Electropneumatic positioner),1
SP7 ExibIIC T4/T6 + Installation Kit + FR20A,DN15-DN100,"19,096",3440529+3440594+540000001,调节阀,,Y,,,,,,,调节阀/SP7定位器.md,SP7定位器,SP7 智能電氣閥門定位器 (SP7 Smart Electropneumatic positioner),1
SP7 ExdIIC T4/T6 + Installation Kit + FR20A,DN15-DN100,"20,590",3440549+3440594+540000001,调节阀,,Y,,,,,,,调节阀/SP7定位器.md,SP7定位器,SP7 智能電氣閥門定位器 (SP7 Smart Electropneumatic positioner),1
SP7 Pro Exib IICT4/T6 + Installation Kit + PressureGauge + FR20A,DN15-DN100,"22,385",3440722+3440001+3440002*2+3440594+540000001,调节阀,,Y,,,,,,,调节阀/SP7定位器.md,SP7定位器,SP7 智能電氣閥門定位器 (SP7 Smart Electropneumatic positioner),1
SP7 Pro Exd IICT4/T6 HART + Installation Kit + PressureGauge + FR20A,DN15-DN100,"23,694",3440582+3440001+3440002*2+3440594+540000001,调节阀,,Y,,,,,,,调节阀/SP7定位器.md,SP7定位器,SP7 智能電氣閥門定位器 (SP7 Smart Electropneumatic positioner),1
Diaphragm kit for PN9100 series actuators,,620,3579182,调节阀,,,,,,,,"4, 9",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Diaphragm kit for PN9200 series actuators,,967,3579282,调节阀,,,,,,,,"4, 9",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Diaphragm kit for PN9300 series actuators,,"1,533",3579382,调节阀,,,,,,,,"4, 9",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
"Stem Seal Kit for PN9100, PN9200 & PN9300 Actuator",,336,3579180,调节阀,,,,,,,,"17, 18, 30",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9120 Actuators (0.2-1.0 bar),,559,3579184,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9123 Actuators (2.0 to 4.0 bar),,632,3579186,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9126 Actuators (1.0 to 2.0 bar),,473,3579185,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9220 Actuators (0.2 to 1.0 bar),,"1,421",3579284,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9223 Actuators (2.0 to 4.0 bar),,"2,815",3579286,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9226 Actuators (1.0 to 2.0 bar),,"2,716",3579285,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9320 Actuators (0.2 to 1.0 bar),,"4,534",3579384,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9330 Actuators (0.4-1.2 bar),,"5,755",3579385,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9336 Actuators (1.0-2.0 bar),,"3,987",3579386,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
Spring Kit for PN9337 Actuators (2.5-3.5 bar),,"10,435",3579387,调节阀,,,,,,,,5,调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
"Spare Linkage kit for PN9100, PN9200 and PN9320 Actuator",,768,3579188,调节阀,,,,,,,,"10,13,14,26,27",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
"Spare Linkage Kit for PN9330, PN9336 and PN9337 Actuators",,917,3579388,调节阀,,,,,,,,"10,13,14,26,27",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
"Travel Indicator Kit for PN9100, PN9200 & PN9320 Actuators",,238,3579183,调节阀,,,,,,,,"15, 19, 20",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
"Travel Indicator Kit for PN9330, PN9336 & PN9337 Actuators",,238,3579383,调节阀,,,,,,,,"15, 19, 20",调节阀/执行器备件.md,执行器备件,備件清單 (Spare Part),1
KE71 BSP + PN9126E + SP7 Pro + FR20A,"1/2""","24,920",3740052+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9126E + SP7 Pro + FR20A,DN15,"26,314",3740067+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9126E + SP7 Pro + FR20A,DN20,"26,611",3741067+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9126E + SP7 Pro + FR20A,DN25,"26,696",3742064+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9123E + SP7 Pro + FR20A,DN25,"26,747",3742064+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9123E + SP7 Pro + FR20A,DN32,"27,733",3743064+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9123E + SP7 Pro + FR20A,DN40,"27,906",3744064+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9226E + SP7 Pro + FR20A,DN50,"33,673",3745064+13579192+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9233E + SP7 Pro + FR20A,DN65,"38,443",3746052+13441193+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9233E + SP7 Pro + FR20A,DN80,"40,504",3747065+13441193+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9233E + SP7 Pro + FR20A,DN100,"43,832",3748052+13441193+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN16 + PN9337E + SP7 Pro + FR20A,DN100,"49,283",3748052+13579394+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN16.md,气动PN16,气动PN16,1
KE73 PN25 + PN9126E + SP7 Pro + FR20A,DN15,"27,398",3740056+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9126E + SP7 Pro + FR20A,DN20,"27,805",3741056+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9123E + SP7 Pro + FR20A,DN20,"27,856",3741056+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9123E + SP7 Pro + FR20A,DN25,"28,694",3742056+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9123E + SP7 Pro + FR20A,DN32,"29,793",3743056+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9226E + SP7 Pro + FR20A,DN40,"35,462",3744056+13579192+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9226E + SP7 Pro + FR20A,DN50,"36,633",3745056+13579192+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9233E + SP7 Pro + FR20A,DN65,"50,353",3746056+13441193+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 + PN9337E + SP7 Pro + FR20A,DN80,"57,863",3747056+13579394+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
KE73 PN25 PTSBSS.2 + TN2277SE + SP7 Pro + FR20A,DN125,"134,086",3780754+3270050+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/气动PN25.md,气动PN25,气动PN25,1
Fig12 BSP 100M,"1""",430,1636845,过滤器,,Y,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Product Data (Screwed Strainers),1
Fig12 BSP,"1 1/4""",578,1630348,过滤器,,Y,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Product Data (Screwed Strainers),1
Fig12 BSP 100M,"1 1/4""",627,1636945,过滤器,,Y,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Product Data (Screwed Strainers),1
Fig12 BSP,"1 1/2""",651,1630448,过滤器,,Y,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Product Data (Screwed Strainers),1
Fig12 BSP 100M,"1 1/2""",712,1637045,过滤器,,Y,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Product Data (Screwed Strainers),1
Fig12 BSP,"2""",748,1630548,过滤器,,Y,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Product Data (Screwed Strainers),1
Fig12 BSP 100M,"2""",823,1637145,过滤器,,N,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Product Data (Screwed Strainers),1
Screen set 1/32 Perf (0.8mm) SS for FIG12/13/14/33/33.1/34/37,DN15,152,1630081,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 1/32 Perf (0.8mm) SS for FIG12/13/14/33/33.1/34/37,DN20,174,1630181,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 1/32 Perf (0.8mm) SS for FIG12/13/14/33/33.1/34/37,DN25,187,1630281,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 1/32 Perf (0.8mm) SS for FIG12/13/14/33/33.1/34/37,DN32,248,1630381,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 1/32 Perf (0.8mm) SS for FIG12/13/14/33/33.1/34/37,DN40,285,1630481,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 1/32 Perf (0.8mm) SS for FIG12/13/14/33/33.1/34/37,DN50,370,1630581,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 100 mesh SS for FIG12/13/14/33/33.1/34/37,DN15,138,1630082,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 100 mesh SS for FIG12/13/14/33/33.1/34/37,DN20,174,1630182,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 100 mesh SS for FIG12/13/14/33/33.1/34/37,DN25,321,1630282,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 100 mesh SS for FIG12/13/14/33/33.1/34/37,DN32,603,1630382,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 100 mesh SS for FIG12/13/14/33/33.1/34/37,DN40,614,1630482,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 100 mesh SS for FIG12/13/14/33/33.1/34/37,DN50,662,1630582,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Cap gasket set (Pkt of 3) for FIG12/13/14/16/33/33.1/34/37,DN15,187,0957210,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Cap gasket set (Pkt of 3) for FIG12/13/14/16/33/33.1/34/37,DN20,211,0957211,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Cap gasket set (Pkt of 3) for FIG12/13/14/16/33/33.1/34/37,DN25,223,0957212,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Cap gasket set (Pkt of 3) for FIG12/13/14/16/33/33.1/37,DN32,223,0957235,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Cap gasket set (Pkt of 3) for FIG12/13/14/16/33/33.1/37,DN40,235,0957236,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Cap gasket set (Pkt of 3) for FIG12/13/14/16/33/33.1/37,DN50,248,0957237,过滤器,,,,,,,,,过滤器/2024-03-29 094852.md,2024-03-29 094852,Spare Parts,2
Screen set 1/32 Perf (0.8mm) SS for FIG33/33.1/34/37,DN65,784,1657581,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 1/32 Perf (0.8mm) SS for FIG33/33.1/34/37,DN80,823,1659081,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 1/16 Perf (1.6mm) SS for FIG33/33.1/34/37,DN100,1066,1660581,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 1/16 Perf (1.6mm) SS for FIG33/33.1/34/37,DN125,1348,1662081,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 1/16 Perf (1.6mm) SS for FIG33/33.1/34/37,DN150,1433,1663581,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 1/16 Perf (1.6mm) SS for FIG33/33.1/34/37,DN200,1823,1665081,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 100 mesh SS for FIG33/33.1/34/37,DN65,736,1657582,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 100 mesh SS for FIG33/33.1/34/37,DN80,784,1659082,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 100 mesh SS for FIG33/33.1/34/37,DN100,1203,1660582,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 100 mesh SS for FIG33/33.1/34/37,DN125,1652,1662082,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 100 mesh SS for FIG33/33.1/34/37,DN150,2128,1663582,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Screen set 100 mesh SS for FIG33/33.1/34/37,DN200,2592,1665082,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Cap gasket set (Pkt of 3) for FIG33/33.1/34/37,DN65,309,0957216,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Cap gasket set (Pkt of 3) for FIG33/33.1/34/37,DN80,405,0957217,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Cap gasket set (Pkt of 3) for FIG33/33.1/34/37,DN100,432,0957218,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Cap gasket set (Pkt of 3) for FIG33/33.1/34/37,DN125,627,0957219,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Cap gasket set (Pkt of 3) for FIG33/33.1/34/37,DN150,651,0957220,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Cap gasket set (Pkt of 3) for FIG33/33.1/34/37,DN200,,0957221,过滤器,,,,,,,,,过滤器/2024-03-29 095037.md,2024-03-29 095037,Spare Parts Price List,1
Fig12 BSP,"1/2""",268,1630048,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP 100M,"1/2""",285,1636645,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP,"3/4""",305,1630148,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP 100M,"3/4""",309,1636745,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP,"1""",427,1630248,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP 100M,"1""",430,1636845,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP,"1 1/4""",578,1630348,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP 100M,"1 1/4""",627,1636945,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP,"1 1/2""",651,1630448,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP 100M,"1 1/2""",712,1637045,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP,"2""",748,1630548,过滤器,,Y,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
Fig12 BSP 100M,"2""",,1637145,过滤器,,N,,,,,,,过滤器/FIG12.md,FIG12,Fig12 - screwed BSP Price List,1
FIG33.1 PN16 0.8mm,DN15,651,1666592,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN15,651,1666593,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 0.8mm,DN20,823,1666692,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN20,823,1666693,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 0.8mm,DN25,943,1666792,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN25,943,1666793,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 0.8mm,DN32,1859,1666892,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN32,1859,1666893,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 0.8mm,DN40,1944,1666992,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN40,1944,1666993,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 0.8mm,DN50,2128,1667092,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN50,2128,1667093,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 0.8mm,DN65,2628,1667192,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN65,2628,1667193,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 0.8mm,DN80,3055,1667292,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN80,3055,1667293,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 1.6mm,DN100,4142,1667392,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN100,4142,1667393,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 1.6mm,DN125,9905,1667492,过滤器,,N,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN125,9905,1667493,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 1.6mm,DN150,13531,1667592,过滤器,,N,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN150,13531,1667593,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 1.6mm,DN200,18370,1667692,过滤器,,N,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
FIG33.1 PN16 100MESH,DN200,,1667693,过滤器,,Y,,,,,,,过滤器/FIG33.md,FIG33,Fig33.1 - PN16 法兰产品价格表,1
BCS1 Blowdown Set (排污成套裝置),,"21,608",403K0093,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,N,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
BCR3150 Blowdown Controller (排污控制器),,"13,897",00393415,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
BCR3250+BHD50+Data Cable (排污控制器+數據線),,"36,846",00393373,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
LRG16-9 BSP (液位探頭),"1/2""","13,941",13771839,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
Connecting Cable for LRG16-9 (LRG16-9 連接電纜),,"2,304",1502562,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
KBV21 PN40 (排污閥),DN40,"9,881",4059392,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
KBV21 PN40 (排污閥),DN50,"10,866",4059492,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
Standard Key for KBV21 (KBV21 標準鑰匙/手柄),,"1,263",4059095,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
SCS20 system BSP (系統),,"17,435",4037192,锅炉控制与系统,備註：可提供所有其他鍋爐控制與系統 (All other boiler control and system is available).,Y,,,,,,,锅炉控制与系统/锅炉控制 喷射器 控制阀 排污阀.md,锅炉控制 喷射器 控制阀 排污阀,1. 鍋爐控制產品部分 (Part of Boiler control products),1
